Change%,Company,Company2,Price,Volume,Low,High
▲ 1.24%,LJPC,La Jolla Pharmaceutical Company,4.08,29830,4.08,4.08
▼ -0.71%,LCI,"Lannett Company, Inc",5.61,33708,5.58,5.61
▼ -0.85%,LNTH,"Lantheus Holdings, Inc",15.655,19625,15.655,15.73
▲ 0.23%,LPTX,"Leap Therapeutics, Inc",2.175,88175,2.17,2.195
▲ 0.37%,LHCG,"LHC Group, Inc",188.54,6269,186.95,188.635
0.00%,LGND,Ligand Pharmaceuticals Incorporated,119.76,3542,119.76,119.76
▲ 4.33%,LQDA,"Liquidia Technologies, Inc",5.78,15910,5.645,5.78
▼ -1.06%,LIVN,LivaNova PLC,56.695,30191,56.635,56.965
▲ 0.81%,LVGO,"Livongo Health, Inc",110.015,427723,109.58,113.285
▲ 2.29%,LOGC,"LogicBio Therapeutics, Inc",8.94,13272,8.905,8.94
▲ 3.14%,LMNX,Luminex Corporation,36.49,21953,36.37,36.49
▲ 0.73%,MGNX,"MacroGenics, Inc",25.445,30625,24.975,25.475
▲ 1.78%,MDGL,"Madrigal Pharmaceuticals, Inc",109.18,1583,107.625,109.18
▼ -1.56%,MGLN,"Magellan Health, Inc",73.86,2450,73.86,74.435
▼ -0.73%,MGTA,"Magenta Therapeutics, Inc",7.475,5016,7.475,7.475
▼ -0.24%,MNK,Mallinckrodt plc,2.085,496912,2.055,2.085
▲ 1.24%,MNKD,MannKind Corporation,1.63,49527,1.62,1.64
▲ 1.45%,MRNS,"Marinus Pharmaceuticals, Inc",1.745,270522,1.725,1.775
▲ 1.76%,MASI,Masimo Corporation,237.56,17719,235.985,237.56
▼ -6.67%,MTNB,"Matinas BioPharma Holdings, Inc",0.895,1043145,0.895,0.895
▼ -1.40%,MCK,McKesson Corporation,153.16,47347,153.05,154.645
▲ 23.76%,MNOV,"MediciNova, Inc",6.98,316197,6.5,6.98
▼ -0.88%,MD,"MEDNAX, Inc",19.13,4020,19.13,19.26
▲ 1.13%,MEDP,"Medpace Holdings, Inc",107.01,2868,106.29,107.01
▼ -0.18%,MDT,Medtronic plc,96.18,275772,95.68,96.18
▲ 1.86%,MEIP,"MEI Pharma, Inc",3.005,71119,2.955,3.005
▲ 3.05%,MNLO,Menlo Therapeutics Inc,1.69,194912,1.66,1.69
▲ 0.43%,MRK,"Merck & Co., Inc",77.43,1029297,76.41,77.465
▲ 3.67%,VIVO,"Meridian Bioscience, Inc",24,14229,24,24.06
▲ 2.41%,MRSN,"Mersana Therapeutics, Inc",21.055,45349,20.54,21.35
▲ 3.04%,MRUS,Merus N.V,13.89,4091,13.89,13.89
▲ 4.72%,MESO,Mesoblast Limited,13.08,77889,13.08,13.21
▲ 1.51%,MTD,Mettler-Toledo International Inc,875.74,2992,871.61,875.74
▲ 1.69%,MIST,Milestone Pharmaceuticals Inc,8.42,1024157,7.88,8.42
0.00%,NERV,"Minerva Neurosciences, Inc",3.56,35499,3.56,3.56
▲ 4.84%,MGEN,"Miragen Therapeutics, Inc",1.3,1529603,1.3,1.3
▲ 5.04%,MRNA,"Moderna, Inc",76.9,10609414,76.705,80.9
▼ -0.33%,MTEM,"Molecular Templates, Inc",11.91,3163,11.82,12.06
▼ -4.20%,MBRX,"Moleculin Biotech, Inc",1.14,215502,1.14,1.19
▼ -0.56%,MOH,"Molina Healthcare, Inc",183.22,7631,182.49,183.76
▲ 0.02%,MNTA,"Momenta Pharmaceuticals, Inc",30.005,44919,29.97,30.18
▲ 2.89%,MTBC,"MTBC, Inc",10.34,8170,10.34,10.34
▲ 0.92%,MBIO,"Mustang Bio, Inc",3.28,54425,3.28,3.3
▼ -0.09%,MYL,Mylan N.V,15.945,330177,15.74,15.945
▲ 1.42%,MYOK,"MyoKardia, Inc",93.525,6351,92.225,93.525
▼ -2.82%,NNVC,"NanoViricides, Inc",6.2,69635,6.2,6.2
▲ 0.53%,NK,"NantKwest, Inc",13.31,17670,13.31,13.31
▼ -0.42%,NTRA,"Natera, Inc",46.325,25683,46.25,47
0.00%,NHC,National HealthCare Corporation,59.85,1476,59.85,59.85
▲ 0.63%,NAVB,"Navidea Biopharmaceuticals, Inc",4.82,4023,4.82,4.82
▼ -0.19%,NKTR,Nektar Therapeutics,23.035,12990,23.035,23.035
▼ -4.01%,NMRD,Nemaura Medical Inc,9.09,383,9.09,9.09
▲ 0.97%,NEOG,Neogen Corporation,75.62,1408,75.305,75.62
▲ 0.81%,NEO,"NeoGenomics, Inc",36.28,15262,36.28,36.28
▲ 0.95%,NLTX,"Neoleukin Therapeutics, Inc",10.66,10893,10.465,10.66
▲ 0.54%,NBSE,"NeuBase Therapeutics, Inc",7.5,1858,7.5,7.5
▲ 0.99%,NBIX,"Neurocrine Biosciences, Inc",126.435,37155,125.03,126.8
▲ 0.80%,NXTC,"NextCure, Inc",9.455,47930,9.435,9.525
▲ 0.84%,NGM,"NGM Biopharmaceuticals, Inc",18.06,2721,18.06,18.06
0.00%,NBY,"NovaBay Pharmaceuticals, Inc",1.19,161015,1.19,1.19
▲ 15.36%,NOVN,"Novan, Inc",0.9909,18501636,0.965,1.05
▲ 0.33%,NVS,Novartis AG,84.495,171407,84.37,84.495
▲ 2.53%,NVAX,"Novavax, Inc",137.325,728482,132.595,138.49
▲ 1.27%,NVO,Novo Nordisk A/S,67.01,53398,67.01,67.05
▲ 4.81%,NCNA,NuCana plc,5.88,42621,5.88,5.88
▲ 0.14%,NUVA,"NuVasive, Inc",58.67,78569,57.79,58.69
▲ 21.81%,OCGN,"Ocugen, Inc",0.4591,44295055,0.413,0.48
▲ 1.17%,OCUL,"Ocular Therapeutix, Inc",8.64,30628,8.63,8.64
▼ -1.01%,ODT,"Odonate Therapeutics, Inc",35.885,1063,35.8,36.28
▲ 0.27%,OMCL,"Omnicell, Inc",66.47,1712,66.47,66.47
▲ 12.61%,ONTX,"Onconova Therapeutics, Inc",1.25,5963878,1.175,1.25
▲ 3.02%,OPK,"OPKO Health, Inc",5.46,3149891,5.42,5.49
▲ 1.19%,OPRX,OptimizeRx Corporation,14.49,1436,14.49,14.49
▼ -0.20%,OPTN,"OptiNose, Inc",4.9,11812,4.9,4.92
▲ 0.67%,OPCH,Option Care Health Inc,11.95,174133,11.81,11.95
▼ -6.06%,OGEN,"Oragenics, Inc",1.24,643157,1.24,1.24
▼ -2.22%,ORMP,Oramed Pharmaceuticals Inc,3.96,0,3.96,3.96
▲ 2.18%,OSUR,"OraSure Technologies, Inc",16.86,39969,16.755,16.86
▲ 1.45%,ORIC,ORIC Pharmaceuticals Inc,22.42,4404,22.42,22.42
▲ 0.99%,OFIX,Orthofix Medical Inc,31.74,1547,31.74,31.74
▲ 0.31%,KIDS,OrthoPediatrics Corp,41.43,2705,41.245,41.7
▲ 2.58%,OSMT,Osmotica Pharmaceuticals plc,5.56,63173,5.53,5.61
▲ 3.17%,OTIC,"Otonomy, Inc",4.23,0,4.23,4.23
▼ -0.34%,OTLK,"Outlook Therapeutics, Inc",1.485,186004,1.485,1.495
▲ 2.79%,OVID,Ovid Therapeutics Inc,6.805,55895,6.74,6.87
▼ -0.67%,OMI,"Owens & Minor, Inc",14.9,149027,14.81,14.9
▲ 0.52%,OXFD,Oxford Immunotec Global PLC,13.43,2457,13.345,13.52
▲ 0.12%,OYST,Oyster Point Pharma Inc,24.52,2444,24.315,24.94
▲ 1.24%,PACB,"Pacific Biosciences of California, Inc",3.685,35378,3.685,3.69
▲ 0.59%,PCRX,"Pacira BioSciences, Inc",52.74,12129,52.455,52.88
▲ 8.93%,PTN,"Palatin Technologies, Inc",0.61,710963,0.61,0.61
▲ 1.50%,PRTK,"Paratek Pharmaceuticals, Inc",4.75,10375,4.66,4.75
▲ 7.77%,PASG,Passage Bio Inc.,18.31,0,18.31,18.31
▲ 0.04%,PDCO,"Patterson Companies, Inc",25.05,40970,24.82,25.05
▲ 0.17%,PDLI,"PDL BioPharma, Inc",2.955,30131,2.955,2.955
▲ 14.53%,PDSB,PDS Biotechnology Corporation,4.1,2364273,4.03,4.48
▼ -0.32%,PEN,"Penumbra, Inc",208.875,2341,208.875,208.875
▲ 1.25%,PKI,"PerkinElmer, Inc",111.745,18740,111.44,111.935
▲ 0.02%,PRGO,Perrigo Company plc,55.81,35617,55.37,55.87
▲ 1.00%,PETQ,"PetIQ, Inc",36.27,7347,36.055,36.27
▼ -0.03%,PETS,"PetMed Express, Inc",30.88,62978,30.845,30.89
▼ -0.17%,PFE,Pfizer Inc,37.595,3989984,37.27,37.6
▼ -1.71%,PHAS,"PhaseBio Pharmaceuticals, Inc",4.6,34638,4.6,4.62
▲ 0.42%,PHAT,Phathom Pharmaceuticals Inc.,31.2,1307,31.14,31.2
▲ 0.19%,PAHC,Phibro Animal Health Corporation,23.515,2492,23.51,23.77
▼ -0.33%,PHR,"Phreesia, Inc",26.91,10210,26.705,26.91
▲ 3.63%,PLRX,Pliant Therapeutics Inc.,25.09,0,25.09,25.09
▼ -2.05%,PSTI,Pluristem Therapeutics Inc,8.375,42315,8.265,8.385
▲ 0.69%,PPD,PPD Inc.,29.955,6100,29.89,29.955
▲ 2.44%,PRAH,"PRA Health Sciences, Inc",105,7350,102.79,105
▲ 0.59%,PGEN,Precigen Inc,4.285,50328,4.285,4.285
▲ 3.31%,DTIL,"Precision BioSciences, Inc",7.655,42324,7.62,7.71
▲ 2.40%,POAI,Predictive Oncology Inc,1.71,0,1.71,1.71
▼ -0.52%,PINC,"Premier, Inc",34.53,5290,34.53,34.53
▲ 0.13%,PBH,Prestige Consumer Healthcare Inc,37.6,10216,37.49,37.69
▲ 1.73%,PRVL,Prevail Therapeutics Inc,15.92,2039,15.92,15.92
▲ 0.58%,PRNB,Principia Biopharma Inc,85.5,10924,85.5,85.55
▲ 2.83%,PGNY,Progyny Inc.,27.6,54401,26.95,27.6
▲ 3.39%,PTGX,"Protagonist Therapeutics, Inc",16.005,1010,16.005,16.005
▲ 1.06%,PTI,"Proteostasis Therapeutics, Inc",1.425,78872,1.425,1.425
▲ 0.87%,PRVB,"Provention Bio, Inc",10.995,23829,10.935,10.995
▲ 1.04%,PTCT,"PTC Therapeutics, Inc",47.64,6761,47.525,47.88
▼ -1.15%,PULM,"Pulmatrix, Inc",1.285,115744,1.285,1.285
▲ 1.12%,PBYI,"Puma Biotechnology, Inc",9.94,16252,9.86,9.94
▲ 1.10%,QGEN,QIAGEN N.V,49.195,303090,49.01,49.3
▼ -1.44%,QLGN,Qualigen Therapeutics Inc.,5.47,408596,5.34,5.47
▼ -0.48%,DGX,Quest Diagnostics Incorporated,124.39,49708,124.39,125.52
▲ 4.07%,QDEL,Quidel Corporation,265.92,46045,260.35,265.92
▲ 1.30%,QTNT,Quotient Limited,7.78,16546,7.78,7.85
▲ 0.38%,RCM,R1 RCM Inc,13.32,13723,13.31,13.32
▲ 0.29%,RDUS,"Radius Health, Inc",13.89,15014,13.85,13.94
▼ -0.45%,RDNT,"RadNet, Inc",15.51,2752,15.51,15.51
▼ -0.71%,RETA,"Reata Pharmaceuticals, Inc",156.25,1376,156.25,156.25
▲ 2.19%,REGN,"Regeneron Pharmaceuticals, Inc",622.255,97960,613.8,622.465
▲ 1.54%,RGNX,REGENXBIO Inc,37.145,9792,37.145,37.145
▼ -1.96%,RHE,"Regional Health Properties, Inc",1.5,5110,1.5,1.53
▲ 0.05%,RLMD,Relmada Therapeutics Inc,39.03,13535,38.85,39.03
▲ 0.09%,RPTX,Repare Therapeutics Inc.,21.57,1741,21.57,21.57
▲ 1.35%,RGEN,Repligen Corporation,136.17,4337,135.35,136.17
▲ 4.27%,KRMD,REPRO-MED Systems Inc.,9.885,0,9.885,9.885
▲ 1.39%,RMD,ResMed Inc,205.25,23011,203.52,205.25
▲ 1.59%,TORC,"resTORbio, Inc",2.55,53220,2.55,2.55
▲ 1.65%,RTRX,"Retrophin, Inc",20.39,3132,20.39,20.39
▲ 1.38%,RVNC,"Revance Therapeutics, Inc",23.55,6048,23.54,23.615
▲ 1.91%,RYTM,"Rhythm Pharmaceuticals, Inc",21.34,3945,21.22,21.34
▲ 7.03%,RIGL,"Rigel Pharmaceuticals, Inc",2.815,972463,2.76,2.865
▼ -2.48%,RAD,Rite Aid Corporation,14.735,327398,14.54,15.09
▲ 1.97%,RCKT,"Rocket Pharmaceuticals, Inc",24.615,13678,24.375,24.615
▲ 2.01%,RUBY,"Rubius Therapeutics, Inc",5.57,4566,5.515,5.57
▲ 0.06%,SAGE,"Sage Therapeutics, Inc",47.31,35374,46.79,47.31
▲ 3.08%,SLRX,"Salarius Pharmaceuticals, Inc",1.34,9679,1.34,1.34
▲ 0.19%,SGMO,"Sangamo Therapeutics, Inc",10.77,33195,10.765,10.805
▲ 1.56%,SNY,Sanofi,51.95,86980,51.95,51.95
▼ -0.55%,SRPT,"Sarepta Therapeutics, Inc",157.75,15875,157.75,158.68
▲ 2.73%,STSA,"Satsuma Pharmaceuticals, Inc",26.33,15469,26.225,26.33
▲ 3.06%,SRRK,Scholar Rock Holding Corporation,11.44,4532,11.435,11.55
▲ 2.86%,SDGR,Schrodinger Inc.,78.455,88496,76.415,78.455
▲ 2.53%,SCPH,scPharmaceuticals Inc,7.495,7946,7.49,7.5
▼ -0.19%,SPNE,SeaSpine Holdings Corporation,10.34,6213,10.34,10.34
▲ 1.73%,SGEN,"Seattle Genetics, Inc",171.74,37860,169.8,171.74
▲ 1.79%,SELB,"Selecta Biosciences, Inc",2.555,61069,2.555,2.56
▼ -0.60%,SEM,Select Medical Holdings Corporation,15.745,16751,15.745,15.84
▲ 2.80%,MCRB,"Seres Therapeutics, Inc",4.215,74665,4.16,4.215
▲ 2.02%,SESN,"Sesen Bio, Inc",1.01,278070,1.01,1.04
▲ 34.17%,TYHT,"Shineco, Inc",0.64,1638621,0.555,0.64
▲ 0.43%,SWAV,"ShockWave Medical, Inc",46.68,7336,46.565,46.68
▲ 0.97%,SIBN,"SI-BONE, Inc",16.74,2414,16.46,17.01
▲ 1.16%,SIGA,"SIGA Technologies, Inc",6.98,5743,6.98,6.98
▲ 0.16%,SILK,"Silk Road Medical, Inc",47.865,2264,47.865,47.865
▲ 0.50%,SLP,"Simulations Plus, Inc",66.09,0,66.09,66.09
▲ 0.22%,SINT,"Sintx Technologies, Inc",2.285,335453,2.285,2.285
▲ 0.89%,SDC,"SmileDirectClub, Inc",8.515,175377,8.5,8.515
▼ -0.19%,SNN,Smith & Nephew plc,41.2,24624,41.115,41.2
▲ 0.70%,SLGL,Sol-Gel Technologies Ltd,7.2,3688,7.2,7.215
▲ 3.84%,SRNE,"Sorrento Therapeutics, Inc",7.57,1660178,7.46,7.65
▲ 1.76%,SY,So-Young International Inc,13.9,29201,13.9,13.99
▲ 1.28%,SPRO,"Spero Therapeutics, Inc",12.275,3387,12.275,12.275
▼ -1.48%,SWTX,"SpringWorks Therapeutics, Inc",36,1319,36,36
▲ 1.63%,STAA,STAAR Surgical Company,55.53,12513,55.1,55.53
▲ 2.15%,STXS,"Stereotaxis, Inc",3.8,5698,3.8,3.8
▲ 0.06%,STE,STERIS plc,156.45,7587,156.39,156.585
▲ 3.54%,STOK,"Stoke Therapeutics, Inc",26.04,0,26.04,26.04
▼ -0.09%,SYK,Stryker Corporation,198.65,200568,195.875,198.74
▲ 32.03%,SNSS,"Sunesis Pharmaceuticals, Inc",0.465,15513506,0.4559,0.4828
▼ -1.49%,SGRY,"Surgery Partners, Inc",15.515,28443,15.32,15.52
▲ 2.02%,SNDX,"Syndax Pharmaceuticals, Inc",13.66,6677,13.43,13.66
▲ 1.26%,SYNH,"Syneos Health, Inc",60.28,8522,59.95,60.28
▼ -0.94%,SYRS,"Syros Pharmaceuticals, Inc",10.55,2853,10.55,10.98
▼ -1.54%,TTOO,"T2 Biosystems, Inc",1.595,400033,1.595,1.595
▲ 1.45%,TRHC,"Tabula Rasa HealthCare, Inc",56.79,5669,56.79,56.79
▲ 2.21%,TCMD,"Tactile Systems Technology, Inc",38.88,14279,38.17,38.88
▲ 2.90%,TAK,Takeda Pharmaceutical Company Limited,17.925,109510,17.89,17.93
▼ -1.29%,TNDM,"Tandem Diabetes Care, Inc",99.02,35908,99.02,100.67
▲ 37.33%,TCRR,TCR2 Therapeutics Inc,17.99,1450210,17.42,19.71
▼ -0.08%,TDOC,"Teladoc Health, Inc",212.67,160925,211.72,217.12
▼ -0.37%,TFX,Teleflex Incorporated,386.24,3156,384.78,388.51
▲ 1.68%,TENX,"Tenax Therapeutics, Inc",1.21,15607,1.21,1.21
▼ -1.81%,THC,Tenet Healthcare Corporation,24.42,64619,24.34,24.53
▲ 0.22%,TEVA,Teva Pharmaceutical Industries Limited,11.515,515217,11.395,11.515
▲ 0.96%,COO,"The Cooper Companies, Inc",286.31,12818,284.405,286.31
▼ -0.22%,ENSG,"The Ensign Group, Inc",45.08,5071,44.9,45.08
▲ 0.36%,JYNT,The Joint Corp,14.04,2764,13.81,14.04
▲ 0.24%,TXMD,"TherapeuticsMD, Inc",2.085,236791,2.085,2.1
▲ 0.87%,TBPH,"Theravance Biopharma, Inc",20.93,0,20.93,20.93
▲ 1.22%,TMO,Thermo Fisher Scientific Inc,411.34,103796,404.445,411.59
▼ -2.70%,TMBR,Timber Pharmaceuticals Inc,1.985,135850,1.97,1.99
▼ -1.05%,TVTY,"Tivity Health, Inc",12.23,23202,12.08,12.3
▼ -6.90%,TNXP,Tonix Pharmaceuticals Holding Corp,1.35,2544914,1.33,1.36
▲ 5.47%,TRXC,"TransEnterix, Inc",0.395,3582081,0.3935,0.397
▲ 2.41%,TBIO,"Translate Bio, Inc",18.465,83191,18.115,18.465
▲ 5.56%,TRVN,"Trevena, Inc",2.09,884047,2.09,2.09
▼ -1.01%,TCDA,"Tricida, Inc",13.75,90617,13.66,13.9
▲ 0.26%,TRIL,Trillium Therapeutics Inc,7.63,73845,7.63,7.76
▼ -4.78%,TRIB,Trinity Biotech plc,2.59,66588,2.59,2.59
▲ 0.27%,GTS,Triple-S Management Corporation,18.88,0,18.88,18.88
▲ 2.12%,TPTX,"Turning Point Therapeutics, Inc",61.29,29780,59.92,61.29
▲ 3.61%,TWST,Twist Bioscience Corporation,56.61,19181,54.955,56.63
▲ 1.57%,RARE,Ultragenyx Pharmaceutical Inc,78.99,36384,77.7,78.99
▲ 2.90%,QURE,uniQure N.V,40.605,31813,39.675,40.695
▼ -0.26%,UNH,UnitedHealth Group Incorporated,300,232967,297.99,300.54
▲ 0.84%,UTHR,United Therapeutics Corporation,113.205,14692,113.02,115.03
▼ -0.46%,UHS,"Universal Health Services, Inc",107.58,55197,106.215,107.8
▲ 1.39%,UROV,Urovant Sciences Ltd,9.125,343,9.125,9.125
▼ -0.28%,VCNX,"Vaccinex, Inc",7.02,15980,7.02,7.055
▼ -0.28%,VNDA,Vanda Pharmaceuticals Inc,10.56,9385,10.56,10.56
▲ 1.22%,VAPO,"Vapotherm, Inc",48.98,36432,48.3,49.675
▲ 0.77%,VAR,"Varian Medical Systems, Inc",128.14,7785,127.18,128.14
▼ -8.14%,VXRT,"Vaxart, Inc",11.29,6858940,10.005,11.46
▲ 3.83%,PCVX,Vaxcyte Inc.,32,2297,29.815,32
▲ 1.17%,VBIV,VBI Vaccines Inc,5.2,805417,5.13,5.295
▼ -0.42%,VEEV,Veeva Systems Inc,250.88,90889,250.88,257.36
▼ -0.33%,VCYT,"Veracyte, Inc",30.23,9203,30.17,30.485
▲ 5.82%,VSTM,"Verastem, Inc",1.545,1850989,1.525,1.55
▲ 1.34%,VCEL,Vericel Corporation,15.93,29330,15.75,15.93
▲ 3.00%,VRNA,Verona Pharma plc,8.24,17002,8.24,8.38
▲ 1.00%,VRTX,Vertex Pharmaceuticals Incorporated,281.27,199716,278.32,281.55
▲ 1.15%,VERU,Veru Inc,3.085,60864,3.08,3.085
▲ 0.66%,VIE,"Viela Bio, Inc",37.88,3240,37.88,37.88
▲ 1.65%,VRAY,"ViewRay, Inc",2.47,44254,2.44,2.47
▲ 1.26%,VKTX,"Viking Therapeutics, Inc",6.835,47984,6.76,6.835
▲ 0.57%,VIR,Vir Biotechnology Inc.,48.335,26822,48.335,48.7
▲ 2.13%,VTGN,"VistaGen Therapeutics, Inc",0.7762,227211,0.7762,0.7762
▲ 1.83%,VYGR,"Voyager Therapeutics, Inc",12.27,2914,12.27,12.27
▲ 5.58%,VTVT,vTv Therapeutics Inc,2.46,7585,2.46,2.46
▼ -2.31%,WBA,"Walgreens Boots Alliance, Inc",39.575,1494334,39.55,40.95
▲ 0.41%,WAT,Waters Corporation,223.97,10279,223.08,224.43
▲ 0.65%,WVE,Wave Life Sciences Ltd,9.32,3425,9.32,9.34
▲ 1.92%,WST,"West Pharmaceutical Services, Inc",267.71,31718,265.805,268.52
▼ -0.15%,WMGI,Wright Medical Group N.V,29.915,17095,29.915,29.945
▲ 0.66%,XBIT,XBiotech Inc,15.34,15589,15.34,15.34
▲ 0.29%,XNCR,"Xencor, Inc",32.515,5709,32.515,32.515
▼ -0.17%,XERS,"Xeris Pharmaceuticals, Inc",2.855,175508,2.84,2.885
▲ 2.89%,XOMA,XOMA Corporation,18.16,2096,18.16,18.16
▲ 1.33%,YMAB,"Y-mAbs Therapeutics, Inc",37.33,1368,37.3,37.33
▲ 0.66%,ZLAB,Zai Lab Limited,76.52,23338,75.87,76.87
▲ 0.20%,ZNTL,Zentalis Pharmaceuticals Inc,39.69,5524,39.63,42.39
▼ -1.71%,ZBH,"Zimmer Biomet Holdings, Inc",131.815,48455,131.34,132.53
▲ 1.29%,ZIOP,"ZIOPHARM Oncology, Inc",3.13,74447,3.12,3.13
▲ 0.46%,ZTS,Zoetis Inc,144.89,83520,144.04,145.03
▼ -0.23%,ZGNX,"Zogenix, Inc",25.95,4677,25.95,25.95
▲ 1.82%,ZOM,Zomedica Pharmaceuticals Corp,0.168,7636350,0.1642,0.17
▲ 0.56%,ZSAN,Zosano Pharma Corporation,0.8799,577180,0.86,0.8799
▲ 0.36%,ZYME,Zymeworks Inc,30.33,4322,30.33,30.33
▲ 4.34%,ZYNE,"Zynerba Pharmaceuticals, Inc",3.725,472158,3.725,3.81
▲ 2.46%,ZYXI,"Zynex, Inc",20.195,80168,20.13,20.29
▲ 0.77%,PNTG,,22.14,2399,22.14,22.14
